latitude,longitude,bright_ti4,frp,confidence,datetime
-25.1302,135.31863,296.41,7.15,nominal,2024-01-19 16:58:00
-22.75821,118.99491,320.86,1.64,nominal,2024-01-19 16:58:00
-23.99985,131.55438,307.79,1.59,nominal,2024-01-19 16:58:00
-21.33297,117.40846,324.47,2.44,nominal,2024-01-19 16:58:00
-21.33223,117.40461,321.33,2.44,nominal,2024-01-19 16:58:00
-21.32891,117.40931,318.58,1.87,nominal,2024-01-19 16:58:00
-21.20393,117.06204,308.37,0.85,nominal,2024-01-19 16:58:00
-21.19978,117.0629,310.38,0.85,nominal,2024-01-19 16:58:00
-21.19719,117.07195,310.84,1.3,nominal,2024-01-19 16:58:00
-24.00241,131.55472,310.93,1.18,nominal,2024-01-19 16:58:00
-21.36103,118.17231,310.85,4.35,nominal,2024-01-19 16:58:00
-21.35715,118.17313,321.73,5.27,nominal,2024-01-19 16:58:00
-21.35617,118.16792,336.37,8.4,nominal,2024-01-19 16:58:00
-21.35032,118.15831,310.84,2.04,nominal,2024-01-19 16:58:00
-21.33451,118.07478,309.12,1.06,nominal,2024-01-19 16:58:00
-21.33061,118.07555,319.84,2.18,nominal,2024-01-19 16:58:00
-21.32578,118.09281,312.46,2.54,nominal,2024-01-19 16:58:00
-21.32292,118.09904,321.6,2.54,nominal,2024-01-19 16:58:00
-21.34941,118.15601,311.14,2.08,nominal,2024-01-19 16:58:00
-21.33507,118.07752,309.96,1.39,nominal,2024-01-19 16:58:00
-21.33116,118.07826,313.45,1.39,nominal,2024-01-19 16:58:00
-21.32626,118.09568,314.74,2.34,nominal,2024-01-19 16:58:00
-21.32235,118.09644,321.17,2.75,nominal,2024-01-19 16:58:00
-22.81585,127.74231,323.09,3.17,nominal,2024-01-19 16:58:00
-30.86365,121.48744,329.43,2.51,nominal,2024-01-19 17:00:00
-30.86758,121.49085,326.1,29.47,nominal,2024-01-19 17:00:00
-30.87091,121.49019,310.63,1.08,nominal,2024-01-19 17:00:00
-34.85468,116.36192,341.7,2.91,nominal,2024-01-19 17:02:00
-34.85809,116.38063,351.41,136.2,nominal,2024-01-19 17:02:00
-34.85382,116.35726,314.81,2.91,nominal,2024-01-19 17:02:00
-34.85894,116.38529,318.82,21.48,nominal,2024-01-19 17:02:00
-34.85979,116.38995,299.05,21.48,nominal,2024-01-19 17:02:00
-34.859,116.36566,321.83,122.11,nominal,2024-01-19 17:02:00
-34.85986,116.37035,354.67,122.11,nominal,2024-01-19 17:02:00
-34.86071,116.37502,367.0,136.2,high,2024-01-19 17:02:00
-34.86156,116.37969,346.88,136.2,nominal,2024-01-19 17:02:00
-34.86241,116.38435,332.85,21.48,nominal,2024-01-19 17:02:00
-34.85644,116.35163,296.27,1.18,nominal,2024-01-19 17:02:00
-34.85729,116.3563,307.0,2.91,nominal,2024-01-19 17:02:00
-34.85815,116.36098,315.04,2.91,nominal,2024-01-19 17:02:00
-34.86325,116.38901,299.08,21.48,nominal,2024-01-19 17:02:00
-34.86418,116.37408,330.83,1.64,nominal,2024-01-19 17:02:00
-34.86588,116.38343,323.3,1.97,nominal,2024-01-19 17:02:00
-34.86076,116.35536,296.0,0.9,nominal,2024-01-19 17:02:00
-34.86162,116.36003,302.98,0.9,nominal,2024-01-19 17:02:00
-34.86247,116.36472,301.92,1.96,nominal,2024-01-19 17:02:00
-34.86503,116.37878,307.88,1.64,nominal,2024-01-19 17:02:00
-34.86765,116.37316,305.94,1.64,nominal,2024-01-19 17:02:00
-34.8685,116.37786,299.83,1.64,nominal,2024-01-19 17:02:00
-34.86935,116.38251,302.69,1.97,nominal,2024-01-19 17:02:00
-34.87197,116.37693,297.3,1.29,nominal,2024-01-19 17:02:00
-32.9166,115.91714,302.69,1.41,nominal,2024-01-19 17:02:00
-33.98148,115.58015,299.08,1.24,nominal,2024-01-19 17:02:00
-33.98413,115.57405,299.05,0.72,nominal,2024-01-19 17:02:00
-33.98509,115.57915,299.42,0.72,nominal,2024-01-19 17:02:00
-33.98774,115.57307,301.7,0.72,nominal,2024-01-19 17:02:00
-33.9887,115.57814,301.3,0.72,nominal,2024-01-19 17:02:00
-33.98753,115.55183,300.02,0.83,nominal,2024-01-19 17:02:00
-33.98848,115.55685,301.67,0.83,nominal,2024-01-19 17:02:00
-33.99211,115.5559,302.42,0.83,nominal,2024-01-19 17:02:00
-34.83648,116.36195,299.14,0.89,nominal,2024-01-19 17:02:00
-34.83733,116.3666,302.38,0.89,nominal,2024-01-19 17:02:00
-34.83818,116.37126,297.88,0.96,nominal,2024-01-19 17:02:00
-34.83994,116.361,322.47,12.47,nominal,2024-01-19 17:02:00
-34.8408,116.36566,323.98,12.47,nominal,2024-01-19 17:02:00
-34.8391,116.35637,299.53,1.43,nominal,2024-01-19 17:02:00
-34.84165,116.37032,313.61,2.65,nominal,2024-01-19 17:02:00
-34.84251,116.375,304.02,2.65,nominal,2024-01-19 17:02:00
-34.84342,116.3601,339.75,12.47,nominal,2024-01-19 17:02:00
-34.84428,116.36476,348.13,12.47,nominal,2024-01-19 17:02:00
-34.84512,116.3694,337.51,2.65,nominal,2024-01-19 17:02:00
-34.84597,116.37408,329.22,2.65,nominal,2024-01-19 17:02:00
-34.84257,116.35544,310.69,1.43,nominal,2024-01-19 17:02:00
-34.84684,116.37876,308.8,1.46,nominal,2024-01-19 17:02:00
-34.84689,116.35915,329.05,25.09,nominal,2024-01-19 17:02:00
-34.84774,116.36383,332.61,25.09,nominal,2024-01-19 17:02:00
-34.84859,116.36848,356.19,46.39,nominal,2024-01-19 17:02:00
-34.84945,116.37313,354.24,46.39,nominal,2024-01-19 17:02:00
-34.8503,116.37783,327.2,4.14,nominal,2024-01-19 17:02:00
-34.84604,116.35448,301.13,1.2,nominal,2024-01-19 17:02:00
-34.85116,116.38249,296.79,4.14,nominal,2024-01-19 17:02:00
-34.85201,116.38716,297.97,0.78,nominal,2024-01-19 17:02:00
-34.85121,116.36287,352.69,25.09,nominal,2024-01-19 17:02:00
-34.85206,116.36753,321.8,46.39,nominal,2024-01-19 17:02:00
-34.85292,116.37222,354.48,46.39,nominal,2024-01-19 17:02:00
-34.85377,116.37689,347.4,4.14,nominal,2024-01-19 17:02:00
-34.85462,116.38156,344.51,4.14,nominal,2024-01-19 17:02:00
-34.85036,116.3582,317.93,25.09,nominal,2024-01-19 17:02:00
-34.85548,116.38622,299.26,0.78,nominal,2024-01-19 17:02:00
-34.85553,116.3666,342.79,122.11,nominal,2024-01-19 17:02:00
